Name,Location,Year,Miles_Driven,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mpg,Mileage km/l,Engine,Power,Seats,New_Price,Price,Difference
Tata Nano XTA,Bangalore,2016,11036,17800,Petrol,Automatic,Second,51.47,21.9,624 CC,37.48 bhp,4,,2.38,2.38
Maruti Swift Dzire LXi,Hyderabad,2009,44235,71346,Petrol,Manual,First,41.13,17.5,1298 CC,85.8 bhp,5,,3.8,3.8
Hyundai i20 Asta Option 1.2,Delhi,2015,27900,45000,Petrol,Manual,Second,43.71,18.6,1197 CC,81.83 bhp,5,,5.5,5.5
Hyundai i20 1.2 Sportz,Hyderabad,2010,52796,85155,Petrol,Manual,First,39.95,17,1197 CC,80 bhp,5,,3.55,3.55
Maruti Ciaz ZXi,Mumbai,2015,30270,48823,Petrol,Manual,First,48.72,20.73,1373 CC,91.1 bhp,5,,6.35,6.35
Land Rover Range Rover 2.2L Prestige,Delhi,2015,22940,37000,Diesel,Automatic,First,29.85,12.7,2179 CC,187.7 bhp,5,,36,36
Tata Indigo LX BSII,Hyderabad,2005,57040,92000,Diesel,Manual,Second,37.84,16.1,1405 CC,70 bhp,5,,1.1,1.1
Tata Zest Revotron 1.2T XM,Mumbai,2014,22320,36000,Petrol,Manual,First,41.29,17.57,1193 CC,88.7 bhp,5,7.63,3.7,3.93
Mahindra XUV500 W10 1.99 mHawk,Delhi,2016,15233,24569,Diesel,Manual,First,37.60,16,1997 CC,140 bhp,7,,13.5,13.5
Honda Accord 2.4 AT,Mumbai,2008,58900,95000,Petrol,Automatic,Third,27.50,11.7,2354 CC,177.6 bhp,5,,2.85,2.85
Tata Nano Twist XT,Coimbatore,2015,16003,25811,Petrol,Manual,Second,59.69,25.4,624 CC,37.5 bhp,4,,2.13,2.13
Hyundai Elantra CRDi S,Ahmedabad,2015,40300,65000,Diesel,Manual,First,53.35,22.7,1582 CC,126.2 bhp,5,,7.75,7.75
Tata Indica V2 eLS,Chennai,2017,62248,100400,Diesel,Manual,First,58.75,25,1396 CC,69 bhp,5,,2.85,2.85
Honda Amaze S i-Dtech,Jaipur,2014,47377,76414,Diesel,Manual,First,60.63,25.8,1498 CC,98.6 bhp,5,,4.95,4.95
Mahindra XUV500 W8 2WD,Kochi,2012,50904,82103,Diesel,Manual,First,35.49,15.1,2179 CC,140 bhp,7,,6.2,6.2
BMW X3 xDrive 20d Expedition,Pune,2013,60760,98000,Diesel,Automatic,First,43.62,18.56,1995 CC,190 bhp,5,,17.5,17.5
Hyundai Grand i10 1.2 Kappa Magna,Pune,2010,28056,45252,Petrol,Manual,First,44.42,18.9,1197 CC,81.86 bhp,5,6.80,2.25,4.55
Maruti Baleno Zeta 1.2,Delhi,2017,6386,10300,Petrol,Manual,First,50.29,21.4,1197 CC,83.1 bhp,5,,6.75,6.75
Hyundai Verna 1.6 CRDi AT SX,Kochi,2016,26055,42024,Diesel,Automatic,First,44.84,19.08,1582 CC,126.2 bhp,5,,9.73,9.73
Maruti Ertiga VDI,Kochi,2018,31766,51236,Diesel,Manual,First,59.85,25.47,1248 CC,88.50 bhp,7,10.83,8.49,2.34
Mini Cooper S Carbon Edition,Mumbai,2013,32240,52000,Petrol,Automatic,First,31.96,13.6,1598 CC,181 bhp,4,,25,25
Maruti Ritz ZDi,Coimbatore,2015,26594,42894,Diesel,Manual,First,54.52,23.2,1248 CC,73.94 bhp,5,,5.59,5.59
Skoda Laura L n K 1.9 PD AT,Mumbai,2011,42160,68000,Diesel,Automatic,First,36.66,15.6,1896 CC,106 bhp,5,,4.8,4.8
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2014,42780,69000,Diesel,Manual,First,53.35,22.7,1498 CC,89.84 bhp,5,,5.45,5.45
Hyundai i20 2015-2017 Sportz 1.2,Pune,2017,6200,10000,Petrol,Manual,First,43.71,18.6,1197 CC,81.83 bhp,5,,6.5,6.5
Honda Brio E MT,Chennai,2015,9920,16000,Petrol,Manual,First,45.59,19.4,1198 CC,86.8 bhp,5,,4.35,4.35
Honda Amaze S i-Dtech,Kolkata,2013,29135,46992,Diesel,Manual,First,60.63,25.8,1498 CC,98.6 bhp,5,,3.75,3.75
BMW 5 Series 2003-2012 520d,Pune,2010,105400,170000,Diesel,Automatic,Third,43.43,18.48,1995 CC,177 bhp,5,,12,12
Audi Q7 3.0 TDI Quattro Premium Plus,Delhi,2014,35960,58000,Diesel,Automatic,First,28.36,12.07,2967 CC,241.4 bhp,7,,32,32
Hyundai Grand i10 CRDi Magna,Jaipur,2015,31000,50000,Diesel,Manual,Second,56.40,24,1120 CC,70 bhp,5,,4,4
Nissan Micra Diesel XV,Kolkata,2011,24186,39010,Diesel,Manual,First,54.24,23.08,1461 CC,63.1 bhp,5,,2.6,2.6
Hyundai Grand i10 Sportz,Jaipur,2016,16707,26946,Petrol,Manual,First,44.42,18.9,1197 CC,82 bhp,5,,4.45,4.45
Hyundai EON Era,Pune,2015,17794,28700,Petrol,Manual,First,49.59,21.1,814 CC,55.2 bhp,5,,2.6,2.6
Mercedes-Benz New C-Class C250 Avantgarde,Chennai,2011,37200,60000,Petrol,Automatic,First,27.59,11.74,1796 CC,186 bhp,5,,16,16
Land Rover Range Rover 2.2L Pure,Delhi,2014,24179,38999,Diesel,Automatic,First,29.85,12.7,2179 CC,187.7 bhp,5,,32.5,32.5
Mahindra Ssangyong Rexton RX7,Mumbai,2016,24180,39000,Diesel,Automatic,First,26.27,11.18,2696 CC,184 bhp,7,,13.85,13.85
Maruti Ciaz 1.4 Delta,Coimbatore,2018,4826,7784,Petrol,Manual,First,48.72,20.73,1373 CC,91.1 bhp,5,,8.76,8.76
Mercedes-Benz R-Class R350 4Matic Long,Kochi,2014,28340,45710,Petrol,Automatic,First,27.73,11.8,3498 CC,272 bhp,7,,23.68,23.68
Maruti Dzire AMT VXI,Chennai,2017,26040,42000,Petrol,Automatic,First,51.70,22,1197 CC,81.80 bhp,5,8.13,5.5,2.63
Land Rover Range Rover Vogue SE 4.4 SDV8,Coimbatore,2013,47117,75995,Diesel,Automatic,Second,27.00,11.49,4367 CC,335.3 bhp,5,,65.81,65.81
Renault Duster 110PS Diesel RxZ,Kolkata,2013,35340,57000,Diesel,Manual,First,44.67,19.01,1461 CC,108.45 bhp,5,,4.99,4.99
Hyundai Verna 1.6 SX,Chennai,2013,52917,85350,Diesel,Manual,Second,52.45,22.32,1582 CC,126.32 bhp,5,,5.7,5.7
Toyota Corolla Altis 1.8 VL CVT,Coimbatore,2016,51290,82725,Petrol,Automatic,First,33.56,14.28,1798 CC,138.03 bhp,5,25.27,11.99,13.28
BMW 3 Series Sport,Mumbai,2016,11780,19000,Diesel,Automatic,Second,51.14,21.76,1995 CC,190 bhp,5,57.30,29.99,27.31
Ford EcoSport 1.5 Ti VCT MT Signature,Chennai,2018,8618,13900,Petrol,Manual,First,44.37,18.88,1499 CC,110.4 bhp,5,,9.5,9.5
Maruti Swift VDI BSIV,Hyderabad,2014,66960,108000,Diesel,Manual,First,59.22,25.2,1248 CC,74 bhp,5,,5.5,5.5
Hyundai Santa Fe 4x4 AT,Bangalore,2016,22320,36000,Diesel,Automatic,First,27.54,11.72,2199 CC,194.3 bhp,7,,23,23
Tata Indica V2 DLS,Hyderabad,2013,38557,62188,Diesel,Manual,First,40.42,17.2,1396 CC,53.5 bhp,5,,2.95,2.95
Hyundai Grand i10 CRDi Sportz,Kochi,2015,36206,58397,Diesel,Manual,First,56.40,24,1120 CC,70 bhp,5,,4.9,4.9
Maruti Wagon R VXI AMT,Delhi,2016,18600,30000,Petrol,Automatic,First,52.88,22.5,998 CC,67 bhp,5,5.68,4.25,1.43
Mahindra XUV500 W10 2WD,Kochi,2018,18542,29907,Diesel,Manual,First,37.60,16,2179 CC,140 bhp,7,,16.36,16.36
Audi A4 2.0 TDI,Kolkata,2009,28520,46000,Diesel,Automatic,First,38.89,16.55,1968 CC,147.51 bhp,5,,9.95,9.95
Volkswagen Vento Diesel Highline,Bangalore,2012,40300,65000,Diesel,Manual,First,48.27,20.54,1598 CC,103.6 bhp,5,,5.5,5.5
Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,2016,13640,22000,Diesel,Manual,First,57.11,24.3,1248 CC,88.5 bhp,5,11.75,8.25,3.5
Maruti Zen LX,Chennai,2002,61395,99024,Petrol,Manual,First,40.66,17.3,993 CC,60 bhp,5,,0.95,0.95
Hyundai i10 Era,Kochi,2016,21670,34952,Petrol,Manual,First,46.55,19.81,1086 CC,68.05 bhp,5,,4.01,4.01
Honda WR-V Edge Edition i-VTEC S,Kochi,2019,8626,13913,Petrol,Manual,First,41.13,17.5,1199 CC,88.7 bhp,5,9.36,8.2,1.16
Honda City i DTEC VX,Chennai,2014,44020,71000,Diesel,Manual,Second,58.99,25.1,1498 CC,98.6 bhp,5,,6.2,6.2
Toyota Fortuner 4x2 4 Speed AT,Chennai,2012,60140,97000,Diesel,Automatic,First,27.03,11.5,2982 CC,169 bhp,7,,16.75,16.75
Mahindra XUV500 AT W10 FWD,Delhi,2017,13020,21000,Diesel,Automatic,First,37.60,16,2179 CC,140 bhp,7,,16.5,16.5
Ford Figo Diesel ZXI,Kolkata,2012,68472,110438,Diesel,Manual,First,47.00,20,1399 CC,68.05 bhp,5,,3.5,3.5
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2017,41234,66507,Petrol,Automatic,Second,44.65,19,1199 CC,88.7 bhp,5,,5.43,5.43
Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,33883,54650,Diesel,Automatic,First,25.64,10.91,3198 CC,197 bhp,7,,30.35,30.35
Nissan Sunny XL CVT,Hyderabad,2014,19840,32000,Petrol,Automatic,First,42.23,17.97,1498 CC,99.6 bhp,5,,7.99,7.99
Skoda Octavia Ambiente 1.9 TDI MT,Coimbatore,2011,46734,75378,Diesel,Manual,First,43.95,18.7,1896 CC,66 bhp,5,,3.59,3.59
Chevrolet Beat Diesel LT,Chennai,2012,51272,82697,Diesel,Manual,First,59.78,25.44,936 CC,57.6 bhp,5,,1.9,1.9
Toyota Camry W2 (AT),Chennai,2009,83700,135000,Petrol,Automatic,First,28.44,12.1,2362 CC,164.7 bhp,5,,4.7,4.7
Renault Duster 110PS Diesel RxZ,Chennai,2012,92380,149000,Diesel,Manual,First,44.67,19.01,1461 CC,108.45 bhp,5,,7.25,7.25
Mercedes-Benz GLA Class 200 d Style,Kochi,2016,16251,26212,Diesel,Automatic,First,42.07,17.9,2143 CC,136 bhp,5,38.72,24.46,14.26
Tata Zest Revotron 1.2T XMS,Pune,2014,14570,23500,Petrol,Manual,Second,41.29,17.57,1193 CC,88.7 bhp,5,7.70,3.9,3.8
Hyundai i20 1.2 Magna,Coimbatore,2013,34799,56127,Petrol,Manual,First,43.48,18.5,1197 CC,80 bhp,5,,5.15,5.15
Maruti Wagon R VXI AMT1.2,Mumbai,2015,16120,26000,Petrol,Automatic,First,50.53,21.5,1197 CC,81.80 bhp,5,6.43,3.65,2.78
Hyundai Xcent 1.2 CRDi S,Kolkata,2016,16120,26000,Diesel,Manual,First,59.69,25.4,1186 CC,73.97 bhp,5,8.23,5,3.23
Honda City 1.5 S MT,Kolkata,2009,26040,42000,Petrol,Manual,First,39.95,17,1497 CC,118 bhp,5,,2.3,2.3
Hyundai Accent GLE,Pune,2001,80600,130000,Petrol,Manual,Second,31.02,13.2,1495 CC,94 bhp,5,,0.75,0.75
Hyundai Verna Xi (Petrol),Kochi,2009,85032,137148,Petrol,Manual,Second,32.67,13.9,1599 CC,103.2 bhp,5,,1.85,1.85
Ford Figo Petrol ZXI,Kolkata,2010,71116,114703,Petrol,Manual,First,36.66,15.6,1196 CC,70 bhp,5,,1.8,1.8
Honda Amaze S i-Dtech,Kochi,2014,60412,97439,Diesel,Manual,First,60.63,25.8,1498 CC,98.6 bhp,5,,4.41,4.41
Maruti Wagon R LX BSII,Chennai,2006,24800,40000,Petrol,Manual,First,44.42,18.9,998 CC,67.1 bhp,5,,2,2
Mercedes-Benz E-Class Facelift,Bangalore,2014,17360,28000,Diesel,Automatic,First,30.55,13,2987 CC,258 bhp,5,,31.75,31.75
Audi A6 2011-2015 35 TDI Technology,Bangalore,2015,23250,37500,Diesel,Automatic,First,41.55,17.68,1968 CC,174.33 bhp,5,,32,32
Mercedes-Benz S Class 2005 2013 S 350 CDI,Hyderabad,2010,22940,37000,Diesel,Automatic,First,31.73,13.5,2987 CC,282 bhp,5,,21,21
Maruti Swift Dzire LDi,Ahmedabad,2010,51460,83000,Diesel,Manual,First,45.36,19.3,1248 CC,73.9 bhp,5,,2.75,2.75
Toyota Corolla H2,Coimbatore,2005,48987,79012,Petrol,Manual,First,31.49,13.4,1794 CC,125 bhp,5,,2.64,2.64
Mahindra Scorpio S10 7 Seater,Kochi,2018,16985,27395,Diesel,Manual,First,36.19,15.4,2179 CC,120 bhp,7,,14.19,14.19
Maruti Wagon R VXI,Jaipur,2017,21924,35362,Petrol,Manual,First,52.88,22.5,998 CC,67.04 bhp,5,5.44,3.85,1.59
Toyota Fortuner 4x2 Manual,Delhi,2014,72540,117000,Diesel,Manual,First,30.55,13,2982 CC,168.5 bhp,7,,15.5,15.5
Maruti Zen Estilo 1.1 LX BSIII,Mumbai,2010,14260,23000,Petrol,Manual,First,42.77,18.2,1061 CC,64 bhp,5,,1.9,1.9
Tata Nano CX,Kochi,2014,36895,59508,Petrol,Manual,First,59.69,25.4,624 CC,37.48 bhp,4,,1.26,1.26
Hyundai i20 Magna,Chennai,2009,42780,69000,Petrol,Manual,Second,43.48,18.5,1197 CC,80 bhp,5,,2.4,2.4
BMW 3 Series 320d,Bangalore,2010,35960,58000,Diesel,Automatic,First,53.32,22.69,1995 CC,190 bhp,5,48.79,11.5,37.29
Mahindra XUV500 W6 2WD,Jaipur,2014,54877,88511,Diesel,Manual,First,37.60,16,2179 CC,140 bhp,7,,8.25,8.25
Volkswagen Vento IPL II Petrol Trendline,Pune,2011,40920,66000,Petrol,Manual,First,37.13,15.8,1598 CC,105 bhp,5,,2.75,2.75
Skoda Fabia 1.2 MPI Classic,Delhi,2009,40300,65000,Petrol,Manual,Second,41.13,17.5,1198 CC,70 bhp,5,,1.4,1.4
Tata Nano Twist XT,Coimbatore,2015,19019,30676,Petrol,Manual,First,59.69,25.4,624 CC,37.5 bhp,4,,2.9,2.9
Ford Figo Diesel EXI,Chennai,2011,47120,76000,Diesel,Manual,First,47.00,20,1399 CC,68 bhp,5,,2.4,2.4
Volkswagen Vento IPL II Petrol Highline AT,Pune,2013,14649,23627,Petrol,Automatic,First,34.78,14.8,1598 CC,105 bhp,5,,4.75,4.75
Land Rover Range Rover HSE Dynamic,Kochi,2018,32753,52827,Diesel,Automatic,First,29.85,12.7,2179 CC,187.7 bhp,5,,44.76,44.76
Honda City i DTEC SV,Kochi,2015,39968,64465,Diesel,Manual,First,61.10,26,1498 CC,98.6 bhp,5,,6.22,6.22
Renault KWID Climber 1.0 AMT,Chennai,2018,8680,14000,Petrol,Automatic,First,52.88,22.5,999 CC,67 bhp,5,5.67,4.5,1.17
Hyundai Grand i10 Asta Option,Mumbai,2015,16120,26000,Petrol,Manual,First,44.42,18.9,1197 CC,82 bhp,5,,4.25,4.25
Chevrolet Cruze LTZ AT,Hyderabad,2011,48486,78203,Diesel,Automatic,First,42.54,18.1,1991 CC,147.9 bhp,4,,5.5,5.5
Hyundai i20 1.4 Asta,Mumbai,2017,16740,27000,Diesel,Manual,First,52.97,22.54,1396 CC,88.73 bhp,5,,6.95,6.95
Maruti Alto K10 VXI AGS,Coimbatore,2018,19790,31919,Petrol,Automatic,First,56.56,24.07,998 CC,67.1 bhp,5,,4.56,4.56
Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2016,29383,47392,Diesel,Manual,First,48.18,20.5,1582 CC,126.2 bhp,5,19.18,13.82,5.36
Honda Amaze VX i-Vtech,Mumbai,2016,10764,17362,Petrol,Manual,First,42.30,18,1198 CC,86.7 bhp,5,,5.65,5.65
Hyundai i20 Active 1.4 SX Dual Tone,Kochi,2016,30824,49716,Diesel,Manual,First,49.80,21.19,1396 CC,88.73 bhp,5,,6.2,6.2
Maruti Celerio VXI,Delhi,2014,29760,48000,Petrol,Manual,First,54.29,23.1,998 CC,67.04 bhp,5,,3.25,3.25
Audi A4 2.0 TDI,Kolkata,2009,28520,46000,Diesel,Automatic,First,38.89,16.55,1968 CC,147.51 bhp,5,,8.5,8.5
Hyundai Verna 1.4 CRDi,Bangalore,2016,48980,79000,Diesel,Manual,First,58.28,24.8,1396 CC,88.7 bhp,5,,7.25,7.25
Renault Fluence Diesel E4,Pune,2013,35340,57000,Diesel,Manual,First,51.23,21.8,1461 CC,78 bhp,5,,4.61,4.61
Volkswagen Polo 1.2 MPI Highline,Delhi,2016,18447,29754,Petrol,Manual,First,38.07,16.2,1199 CC,74 bhp,5,,5.3,5.3
Tata Indigo LX,Ahmedabad,2012,31076,50123,Diesel,Manual,First,39.95,17,1405 CC,70 bhp,5,,1.9,1.9
Hyundai i10 Sportz,Kochi,2012,35454,57184,Petrol,Manual,First,47.85,20.36,1197 CC,78.9 bhp,5,,3.09,3.09
BMW 7 Series 730Ld Sedan,Mumbai,2007,46500,75000,Diesel,Automatic,Second,38.68,16.46,2993 CC,258 bhp,5,,9.5,9.5
Hyundai Creta 1.6 CRDi AT SX Plus,Mumbai,2015,16120,26000,Diesel,Automatic,First,39.97,17.01,1582 CC,126.2 bhp,5,,12.65,12.65
Hyundai Grand i10 Magna,Delhi,2016,13720,22129,Petrol,Manual,First,44.42,18.9,1197 CC,82 bhp,5,,4.25,4.25
Maruti Ritz VDi,Hyderabad,2011,79290,127887,Diesel,Manual,First,49.59,21.1,1248 CC,73.9 bhp,5,,2.95,2.95
Mahindra Scorpio 2.6 SLX CRDe,Hyderabad,2006,57040,92000,Diesel,Manual,First,24.68,10.5,2179 CC,120 bhp,8,,3.45,3.45
Hyundai i10 Era,Hyderabad,2011,37593,60634,Petrol,Manual,First,46.55,19.81,1086 CC,68.05 bhp,5,,3.3,3.3
Tata Safari Storme 2012-2015 VX,Hyderabad,2014,55800,90000,Diesel,Manual,First,32.90,14,2179 CC,138.1 bhp,7,,8,8
Honda Civic 2006-2010 1.8 V MT,Kolkata,2009,36580,59000,Petrol,Manual,First,31.73,13.5,1799 CC,130 bhp,5,,2.71,2.71
Maruti Zen Estilo LXI BSIII,Hyderabad,2012,36762,59293,Petrol,Manual,First,42.77,18.2,998 CC,67.1 bhp,5,,2.7,2.7
Maruti Swift Dzire VDI,Mumbai,2012,50067,80753,Diesel,Manual,Second,54.99,23.4,1248 CC,74 bhp,5,,4.5,4.5
Toyota Fortuner 4x2 Manual,Delhi,2015,24800,40000,Diesel,Manual,Second,30.55,13,2982 CC,168.5 bhp,7,,18.75,18.75
Maruti Swift VDI,Pune,2014,63860,103000,Diesel,Manual,Second,66.74,28.4,1248 CC,74 bhp,5,,5.25,5.25
Maruti Dzire LDI,Pune,2017,29760,48000,Diesel,Manual,First,66.74,28.4,1248 CC,73.75 bhp,5,7.91,6,1.91
Hyundai Grand i10 Asta,Kolkata,2014,25420,41000,Petrol,Manual,First,44.42,18.9,1197 CC,82 bhp,5,,3.14,3.14
Renault KWID RXL,Jaipur,2016,16120,26000,Petrol,Manual,First,59.15,25.17,799 CC,53.3 bhp,5,3.96,2.55,1.41
Tata Indigo CS eGLX BS IV,Jaipur,2012,18600,30000,Petrol,Manual,Second,36.75,15.64,1193 CC,64.08 bhp,5,,2.3,2.3
Ford Figo Diesel Titanium,Hyderabad,2014,46267,74624,Diesel,Manual,First,47.00,20,1399 CC,68.05 bhp,5,,5.65,5.65
Porsche Cayenne 2009-2014 Diesel,Kochi,2015,29684,47877,Diesel,Automatic,First,35.60,15.15,2967 CC,240 bhp,5,,48.22,48.22
Maruti Alto K10 VXI,Jaipur,2016,21700,35000,Petrol,Manual,First,56.56,24.07,998 CC,67.1 bhp,5,4.24,3,1.24
Volkswagen Vento 1.5 TDI Highline,Ahmedabad,2015,32316,52123,Diesel,Manual,First,47.80,20.34,1498 CC,103.2 bhp,5,,7.5,7.5
Mahindra Scorpio 2.6 SLX CRDe,Bangalore,2005,55800,90000,Diesel,Manual,First,24.68,10.5,2179 CC,120 bhp,8,,2.6,2.6
BMW X3 xDrive 20d Luxury Line,Mumbai,2018,868,1400,Diesel,Automatic,First,43.62,18.56,1995 CC,190 bhp,5,70.55,61.25,9.3
Honda City 1.5 V MT,Chennai,2009,75640,122000,Petrol,Manual,Second,39.95,17,1497 CC,118 bhp,5,,3.5,3.5
Mini Cooper 3 DOOR S,Kochi,2016,13088,21110,Petrol,Automatic,First,40.98,17.44,1998 CC,189.08 bhp,4,39.27,28.95,10.32
Mitsubishi Pajero Sport 4X4 AT,Pune,2015,48360,78000,Diesel,Automatic,First,31.73,13.5,2477 CC,175.56 bhp,6,,15,15
Maruti Swift Dzire VDi,Jaipur,2012,44640,72000,Diesel,Manual,First,45.36,19.3,1248 CC,73.9 bhp,5,,4.25,4.25
Bentley Continental Flying Spur,Hyderabad,2006,29760,48000,Petrol,Automatic,First,20.21,8.6,5998 CC,552 bhp,4,,59,59
Maruti Ertiga VDI,Pune,2013,26961,43486,Diesel,Manual,First,48.81,20.77,1248 CC,88.76 bhp,7,,6.6,6.6
Toyota Innova 2.5 G4 Diesel 7-seater,Hyderabad,2007,123380,199000,Diesel,Manual,Second,30.08,12.8,2494 CC,102 bhp,7,,5.2,5.2
Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,Chennai,2010,21080,34000,Petrol,Manual,First,27.50,11.7,1796 CC,178 bhp,5,,10,10
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2016,23525,37944,Diesel,Automatic,First,34.87,14.84,2143 CC,167.62 bhp,5,,35,35
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2017,18600,30000,Diesel,Manual,First,53.35,22.7,1498 CC,89.84 bhp,5,,8.75,8.75
Toyota Etios Liva 1.2 G,Coimbatore,2015,39683,64005,Petrol,Manual,First,41.62,17.71,1197 CC,78.9 bhp,5,6.41,4.57,1.84
Hyundai i10 Magna 1.2,Delhi,2012,38440,62000,Petrol,Manual,First,47.85,20.36,1197 CC,78.9 bhp,5,,2.5,2.5
Land Rover Freelander 2 SE,Kochi,2014,37129,59885,Diesel,Automatic,First,29.12,12.39,2179 CC,147.51 bhp,5,,20.11,20.11
Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2011,89572,144471,Diesel,Manual,First,30.08,12.8,2494 CC,102 bhp,8,,7.8,7.8
Hyundai i20 1.2 Magna,Coimbatore,2011,39674,63991,Petrol,Manual,First,43.48,18.5,1197 CC,80 bhp,5,,3.61,3.61
Nissan Micra XV CVT,Mumbai,2015,21635,34895,Petrol,Automatic,First,45.00,19.15,1198 CC,75.94 bhp,5,9.47,4.6,4.87
BMW X6 xDrive 40d M Sport,Ahmedabad,2015,60142,97003,Diesel,Automatic,First,37.29,15.87,2993 CC,308.43 bhp,5,,85,85
Honda City 1.5 V AT,Kolkata,2015,27900,45000,Petrol,Automatic,First,39.48,16.8,1497 CC,118 bhp,5,,5.25,5.25
Honda Amaze E i-Dtech,Delhi,2013,27900,45000,Diesel,Manual,Second,60.63,25.8,1498 CC,98.6 bhp,5,,3.3,3.3
Toyota Fortuner 3.0 Diesel,Bangalore,2013,62000,100000,Diesel,Manual,Second,27.03,11.5,2982 CC,171 bhp,7,,17.75,17.75
Land Rover Discovery Sport SD4 HSE Luxury,Delhi,2016,43400,70000,Diesel,Automatic,First,30.48,12.97,2179 CC,187.7 bhp,5,,35,35
Hyundai Creta 1.6 CRDi SX,Coimbatore,2016,22954,37023,Diesel,Manual,First,46.22,19.67,1582 CC,126.2 bhp,5,,13.39,13.39
Chevrolet Beat Diesel LT,Chennai,2012,50220,81000,Diesel,Manual,First,59.78,25.44,936 CC,56.3 bhp,5,,2.5,2.5
Toyota Innova Crysta 2.8 GX AT,Kochi,2017,12889,20789,Diesel,Automatic,First,26.70,11.36,2755 CC,171.5 bhp,7,20.74,18.36,2.38
Maruti Swift Dzire VDI,Jaipur,2015,42352,68310,Diesel,Manual,First,54.99,23.4,1248 CC,74 bhp,5,,5.95,5.95
Hyundai Creta 1.6 CRDi SX Option,Mumbai,2015,29295,47250,Diesel,Manual,Second,46.22,19.67,1582 CC,126.2 bhp,5,,11,11
Land Rover Range Rover Sport SE,Delhi,2014,29140,47000,Diesel,Automatic,Second,29.73,12.65,2993 CC,255 bhp,5,1.39 Cr,64.75,#VALUE!
Honda Amaze VX i-DTEC,Hyderabad,2017,79360,128000,Diesel,Manual,First,60.63,25.8,1498 CC,98.6 bhp,5,,6.3,6.3
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Kochi,2017,10975,17702,Petrol,Manual,First,35.93,15.29,1591 CC,121.3 bhp,5,,11.94,11.94
Volkswagen Vento Sport 1.2 TSI AT,Mumbai,2014,21692,34987,Petrol,Automatic,First,42.75,18.19,1197 CC,103.5 bhp,5,,5.95,5.95
Honda City i DTec VX,Ahmedabad,2017,22940,37000,Diesel,Manual,First,61.10,26,1498 CC,98.6 bhp,5,,11,11
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,23728,38271,Petrol,Manual,First,35.93,15.29,1591 CC,121.3 bhp,5,,12.53,12.53
Ford Figo Diesel Titanium,Bangalore,2012,20156,32510,Diesel,Manual,Second,47.00,20,1399 CC,68 bhp,5,,3.75,3.75
BMW 5 Series 2013-2017 530d M Sport,Pune,2014,54560,88000,Diesel,Automatic,First,34.52,14.69,2993 CC,258 bhp,5,,27,27
Mitsubishi Pajero 2.8 SFX 7Str,Pune,2012,71920,116000,Diesel,Manual,First,24.68,10.5,2835 CC,107.2 bhp,6,,9.95,9.95
Renault Duster 85PS Diesel RxL Option,Jaipur,2013,96720,156000,Diesel,Manual,First,46.69,19.87,1461 CC,83.8 bhp,5,,4.2,4.2
Maruti Ritz VXI,Delhi,2010,46698,75319,Petrol,Manual,Second,49.59,21.1,1197 CC,85.80 bhp,5,,2,2
Hyundai Grand i10 Sportz,Kolkata,2013,17360,28000,Petrol,Manual,First,44.42,18.9,1197 CC,82 bhp,5,,3.25,3.25
Mercedes-Benz GLA Class 200 CDI SPORT,Bangalore,2017,10230,16500,Diesel,Automatic,First,42.07,17.9,2143 CC,136 bhp,5,,34,34
BMW 5 Series 520d Luxury Line,Coimbatore,2016,46895,75637,Diesel,Automatic,First,52.83,22.48,1995 CC,190 bhp,5,71.82,30.37,41.45
Hyundai Creta 1.6 SX Plus Petrol Automatic,Kochi,2018,20369,32854,Petrol,Automatic,First,30.55,13,1591 CC,121.3 bhp,5,,12.6,12.6
Renault KWID RXT Optional,Kochi,2019,4072,6568,Petrol,Manual,First,59.15,25.17,799 CC,53.3 bhp,5,4.78,5.09,0.31
Audi A4 3.0 TDI Quattro,Bangalore,2014,18600,30000,Diesel,Automatic,First,35.11,14.94,2967 CC,241.4 bhp,5,,24.5,24.5
Maruti Ciaz VDI SHVS,Kochi,2018,11038,17804,Diesel,Manual,Second,66.01,28.09,1248 CC,88.5 bhp,5,,7.97,7.97
Honda Jazz S,Delhi,2011,43256,69768,Petrol,Manual,First,37.60,16,1198 CC,90 bhp,5,,2.9,2.9
BMW 3 Series 320d Luxury Line,Kochi,2016,38690,62404,Diesel,Automatic,First,53.32,22.69,1995 CC,190 bhp,5,54.43,21.33,33.1
Hyundai Verna SX CRDi AT,Bangalore,2012,60140,97000,Diesel,Automatic,Second,44.84,19.08,1582 CC,126.32 bhp,5,,6.5,6.5
